28860|2026-02-15 21:58:08|Cursor|browser_heartbeat_server.rs — ritual-desktop-main — Untracked|5713|0.8|0.933962264150943
28859|2026-02-15 21:58:06|Cursor|browser_heartbeat_server.rs — ritual-desktop-main — Untracked|5530|0.8|0.9125
28858|2026-02-15 21:58:00|Cursor|browser_heartbeat_server.rs — ritual-desktop-main — Untracked|5360|0.8|0.885714285714286
28857|2026-02-15 21:57:57|Cursor|browser_heartbeat_server.rs — ritual-desktop-main — Untracked|5434|0.8|0.832835820895522
28856|2026-02-15 21:57:55|Cursor|browser_heartbeat_server.rs — ritual-desktop-main — Untracked|5395|0.8|0.902
28855|2026-02-15 21:57:53|Google Chrome|Extensions|2694|0.8|0.914444444444445
28854|2026-02-15 21:57:49|Cursor|browser_heartbeat_server.rs — ritual-desktop-main — Untracked|4951|0.8|0.943548387096774
28853|2026-02-15 21:57:46|Cursor|browser_heartbeat_server.rs — ritual-desktop-main — Untracked|5161|0.8|0.855172413793103
28852|2026-02-15 21:57:44|Cursor|browser_heartbeat_server.rs — ritual-desktop-main — Untracked|5334|0.8|0.84140625
28851|2026-02-15 21:57:41|Cursor|browser_heartbeat_server.rs — ritual-desktop-main — Untracked|5459|0.8|0.874
28850|2026-02-15 21:57:24|Cursor|browser_heartbeat_server.rs — ritual-desktop-main — Untracked|5571|0.8|0.890196078431373
28849|2026-02-15 21:57:14|Cursor|browser_heartbeat_server.rs — ritual-desktop-main — Untracked|5241|0.8|0.88125
28848|2026-02-15 21:57:05|Cursor|browser_heartbeat_server.rs — ritual-desktop-main — Untracked|5419|0.8|0.875
28847|2026-02-15 21:56:40|Cursor|browser_heartbeat_server.rs — ritual-desktop-main — Untracked|5626|0.8|0.907142857142857
28846|2026-02-15 21:56:37|Cursor|browser_heartbeat_server.rs — ritual-desktop-main — Untracked|5409|0.8|0.883333333333333
28845|2026-02-15 21:56:31|Cursor|browser_heartbeat_server.rs — ritual-desktop-main — Untracked|5329|0.8|0.917272727272727
28844|2026-02-15 21:56:27|Cursor|browser_heartbeat_server.rs — ritual-desktop-main — Untracked|5446|0.8|0.90948275862069
28843|2026-02-15 21:56:24|Cursor|browser_heartbeat_server.rs — ritual-desktop-main — Untracked|5335|0.8|0.917272727272727
28842|2026-02-15 21:56:19|Cursor|browser_heartbeat_server.rs — ritual-desktop-main — Untracked|5339|0.8|0.917272727272727
28841|2026-02-15 21:56:05|Cursor|browser_heartbeat_server.rs — ritual-desktop-main — Untracked|5796|0.8|0.917272727272727
28840|2026-02-15 21:55:59|Cursor|browser_heartbeat_server.rs — ritual-desktop-main — Untracked|5805|0.8|0.895
28839|2026-02-15 21:55:54|Google Chrome|Extensions|2681|0.8|0.0
28838|2026-02-15 21:55:46|Cursor|browser_heartbeat_server.rs — ritual-desktop-main — Untracked|5588|0.8|0.881
28837|2026-02-15 21:55:43|Cursor|Ritual — ritual-desktop-main|4404|0.8|0.899038461538462
28836|2026-02-15 21:55:41|Cursor|Ritual — ritual-desktop-main|4607|0.8|0.897058823529412
28835|2026-02-15 21:55:39|Cursor|Ritual — ritual-desktop-main|4275|0.8|0.895
28834|2026-02-15 21:55:36|ritual-desktop||2357|0.8|0.883333333333333
28833|2026-02-15 21:55:31|Cursor|Ritual — ritual-desktop-main|3578|0.8|0.82
28832|2026-02-15 21:55:29|Cursor|Ritual — ritual-desktop-main|4047|0.8|0.821111111111111
28831|2026-02-15 21:55:27|Google Chrome|Extensions|2733|0.8|0.898888888888889
28830|2026-02-15 21:55:24|Google Chrome|Remove "Application Launcher For Drive (by Google)"?|2804|0.8|0.934375
28829|2026-02-15 21:55:15|Google Chrome|Extensions|2742|0.8|0.923636363636364
28828|2026-02-15 21:55:13|Google Chrome|Remove "Copy Image URL"?|2953|0.8|0.916304347826087
28827|2026-02-15 21:54:59|Google Chrome|Extensions|2895|0.8|0.869736842105263
28826|2026-02-15 21:54:58|Google Chrome|Extensions|2891|0.8|0.869736842105263
28825|2026-02-15 21:54:56|Google Chrome|Extensions|2916|0.8|0.862179487179487
28824|2026-02-15 21:54:54|Google Chrome|Remove "Save as PDF"?|3117|0.8|0.91046511627907
28823|2026-02-15 21:54:47|Google Chrome|Extensions|3073|0.8|0.862179487179487
28822|2026-02-15 21:54:45|Google Chrome|(619) 𝐩𝐞𝐚𝐜𝐞 𝐟𝐨𝐫 𝐡𝐞𝐚𝐯𝐲 𝐧𝐢𝐠𝐡𝐭𝐬... - YouTube 🔊|893|0.8|0.860958904109589
28821|2026-02-15 21:54:41|Google Chrome|Extensions 🔊|3113|0.8|0.868243243243243
28820|2026-02-15 21:54:39|Cursor|Ritual — ritual-desktop-main|3482|0.8|0.861029411764706
28819|2026-02-15 21:54:35|Cursor|Ritual — ritual-desktop-main|4644|0.8|0.946153846153846
28818|2026-02-15 21:54:26|Cursor|Ritual — ritual-desktop-main|3924|0.8|0.827464788732394
28817|2026-02-15 21:53:35|Cursor|Ritual — ritual-desktop-main|4634|0.8|0.927358490566038
28816|2026-02-15 21:53:31|Cursor|Ritual — ritual-desktop-main|4605|0.8|0.932692307692308
28815|2026-02-15 21:53:28|Cursor|Ritual — ritual-desktop-main|4661|0.8|0.932692307692308
28814|2026-02-15 21:53:22|Google Chrome||3196|0.8|0.87054794520548
28813|2026-02-15 21:53:20|Google Chrome||3159|0.8|0.907142857142857
28812|2026-02-15 21:53:18|Google Chrome||3185|0.8|0.928571428571428
28811|2026-02-15 21:53:12|Google Chrome|Extensions|3305|0.8|0.945555555555556
28810|2026-02-15 21:53:10|Google Chrome|Extensions 🔊|3439|0.8|0.920454545454546
28809|2026-02-15 21:53:08|Google Chrome|Extensions 🔊|3438|0.8|0.920454545454546
28808|2026-02-15 21:52:49|Google Chrome|Extensions 🔊|3368|0.8|0.919230769230769
28807|2026-02-15 21:52:48|Google Chrome|Extensions 🔊|3386|0.8|0.931372549019608
28806|2026-02-15 21:52:46|Google Chrome|Open|3422|0.8|0.923913043478261
28805|2026-02-15 21:52:24|Cursor|Ritual — ritual-desktop-main|4581|0.8|0.946739130434783
28804|2026-02-15 21:52:22|Google Chrome|Open|2800|0.8|0.920175438596491
28803|2026-02-15 21:52:15|Cursor|Ritual — ritual-desktop-main|4594|0.8|0.946739130434783
28802|2026-02-15 21:52:11|Google Chrome|Extensions 🔊|3165|0.8|0.927083333333333
28801|2026-02-15 21:52:10|Google Chrome|Extensions 🔊|3089|0.8|0.845454545454545
28800|2026-02-15 21:52:08|Google Chrome|Extensions 🔊|2304|0.8|0.903623188405797
28799|2026-02-15 21:52:06|Google Chrome|New Tab 🔊|1256|0.8|0.818
28798|2026-02-15 21:52:05|Google Chrome|(619) 𝐩𝐞𝐚𝐜𝐞 𝐟𝐨𝐫 𝐡𝐞𝐚𝐯𝐲 𝐧𝐢𝐠𝐡𝐭𝐬... - YouTube 🔊|1201|0.8|0.852112676056338
28797|2026-02-15 21:51:45|Cursor|Ritual — ritual-desktop-main|4491|0.8|0.946739130434783
28796|2026-02-15 21:51:39|Cursor|Ritual — ritual-desktop-main|4417|0.8|0.950877192982456
28795|2026-02-15 21:51:31|||3682|0.8|0.885245901639344
28794|2026-02-15 21:51:29|ritual-desktop||3310|0.8|0.907894736842105
28793|2026-02-15 21:51:20|ritual-desktop||3459|0.8|0.887096774193548
28792|2026-02-15 21:51:18|ritual-desktop||3652|0.8|0.902777777777778
28791|2026-02-15 21:51:15|ritual-desktop||3431|0.8|0.868115942028986
28790|2026-02-15 21:51:02|ritual-desktop||3593|0.8|0.873275862068966
28789|2026-02-15 21:50:51|ritual-desktop||3462|0.8|0.8775
28788|2026-02-15 21:50:48|ritual-desktop||3618|0.8|0.901754385964912
28787|2026-02-15 21:50:44|ritual-desktop||3630|0.8|0.9
28786|2026-02-15 21:50:42|ritual-desktop||3590|0.8|0.905084745762712
28785|2026-02-15 21:50:38|ritual-desktop||3400|0.8|0.85
28784|2026-02-15 21:50:32|ritual-desktop||3383|0.8|0.863636363636364
28783|2026-02-15 21:50:30|ritual-desktop||3361|0.8|0.888888888888889
28782|2026-02-15 21:50:28|ritual-desktop||3381|0.8|0.898181818181818
28781|2026-02-15 21:50:19|ritual-desktop||3705|0.8|0.855434782608696
28780|2026-02-15 21:50:02|ritual-desktop||3324|0.8|0.848648648648649
28779|2026-02-15 21:49:55|ritual-desktop||3320|0.8|0.852112676056338
28778|2026-02-15 21:49:53|ritual-desktop||2911|0.8|0.81625
28777|2026-02-15 21:49:51|ritual-desktop||2687|0.8|0.84375
28776|2026-02-15 21:49:46|ritual-desktop||585|0.8|0.885227272727273
28775|2026-02-15 21:49:44|ritual-desktop||2385|0.8|0.847826086956522
28774|2026-02-15 21:42:54|||1667|0.8|0.897333333333333
28773|2026-02-15 21:42:52|Cursor|Browser Tab — ritual-desktop-main|1618|0.8|0.897916666666667
28772|2026-02-15 21:42:42|Cursor|Ritual — ritual-desktop-main|3925|0.8|0.791891891891892
28771|2026-02-15 21:42:40|Cursor|Ritual — ritual-desktop-main|2897|0.8|0.802173913043478
28770|2026-02-15 21:42:38|Cursor|Ritual — ritual-desktop-main|4593|0.8|0.68
28769|2026-02-15 21:42:36|ritual-desktop||3679|0.8|0.948529411764706
28768|2026-02-15 21:42:34|ritual-desktop||3786|0.8|0.885
28767|2026-02-15 21:42:31|ritual-desktop||3938|0.8|0.892307692307692
28766|2026-02-15 21:42:29|ritual-desktop||3956|0.8|0.892307692307692
28765|2026-02-15 21:42:18|ritual-desktop||3917|0.8|0.898550724637681
28764|2026-02-15 21:42:16|ritual-desktop||2975|0.8|0.734493670886076
28763|2026-02-15 21:42:13|ritual-desktop||3260|0.8|0.835542168674699
28762|2026-02-15 21:42:11|ritual-desktop||3104|0.8|0.922222222222222
28761|2026-02-15 21:42:09|ritual-desktop||3129|0.8|0.895614035087719
28760|2026-02-15 21:42:07|ritual-desktop||3230|0.8|0.918840579710145
28759|2026-02-15 21:42:05|ritual-desktop||3630|0.8|0.710882352941176
28758|2026-02-15 21:42:03|ritual-desktop||2874|0.8|0.831818181818182
28757|2026-02-15 21:42:01|ritual-desktop||2771|0.8|0.91063829787234
28756|2026-02-15 21:41:58|Cursor|Ritual — ritual-desktop-main|4597|0.8|0.683333333333333
28755|2026-02-15 21:41:57|Google Chrome|Home / X|1802|0.8|0.877027027027027
28754|2026-02-15 21:41:55|Google Chrome|Inbox (45,051) - nickgardner0651@gmail.com - Gmail|2642|0.8|0.82051282051282
28753|2026-02-15 21:41:53|Google Chrome||2089|0.8|0.889240506329114
28752|2026-02-15 21:41:51|Google Chrome|Home / X|2104|0.8|0.892307692307692
28751|2026-02-15 21:41:49|Google Chrome|cyproheptadine - Search / X|2521|0.8|0.81969696969697
28750|2026-02-15 21:41:46|Google Chrome||2555|0.8|0.817164179104478
28749|2026-02-15 21:41:44|Google Chrome|cyproheptadine - Search / X|1858|0.8|0.91
28748|2026-02-15 21:41:42|Google Chrome|(619) YouTube 🔊|862|0.8|0.88625
28747|2026-02-15 21:41:40|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|944|0.8|0.846153846153846
28746|2026-02-15 21:41:38|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|1055|0.8|0.860843373493976
28745|2026-02-15 21:41:36|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|1044|0.8|0.880769230769231
28744|2026-02-15 21:41:35|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|1002|0.8|0.880379746835443
28743|2026-02-15 21:41:33|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|1073|0.8|0.761170212765957
28742|2026-02-15 21:41:31|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|869|0.8|0.884705882352941
28741|2026-02-15 21:41:29|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|969|0.8|0.885955056179775
28740|2026-02-15 21:41:27|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|959|0.8|0.89375
28739|2026-02-15 21:41:26|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|953|0.8|0.887820512820513
28738|2026-02-15 21:41:24|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|902|0.8|0.896478873239437
28737|2026-02-15 21:41:22|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|912|0.8|0.887820512820513
28736|2026-02-15 21:41:20|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|891|0.8|0.884756097560976
28735|2026-02-15 21:41:19|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|911|0.8|0.886619718309859
28734|2026-02-15 21:41:17|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|935|0.8|0.8775
28733|2026-02-15 21:41:15|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|950|0.8|0.895833333333333
28732|2026-02-15 21:41:13|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|962|0.8|0.884659090909091
28731|2026-02-15 21:41:12|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|934|0.8|0.886363636363636
28730|2026-02-15 21:41:10|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|971|0.8|0.844021739130435
28729|2026-02-15 21:41:08|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|918|0.8|0.888
28728|2026-02-15 21:41:06|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|955|0.8|0.893220338983051
28727|2026-02-15 21:41:04|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|961|0.8|0.8875
28726|2026-02-15 21:41:03|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|952|0.8|0.879012345679012
28725|2026-02-15 21:41:01|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|943|0.8|0.891216216216216
28724|2026-02-15 21:40:59|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|906|0.8|0.88972602739726
28723|2026-02-15 21:40:57|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|948|0.8|0.874626865671642
28722|2026-02-15 21:40:55|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|925|0.8|0.883333333333333
28721|2026-02-15 21:40:54|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|989|0.8|0.884705882352941
28720|2026-02-15 21:40:52|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|967|0.8|0.854787234042553
28719|2026-02-15 21:40:50|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|925|0.8|0.874528301886792
28718|2026-02-15 21:40:48|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|919|0.8|0.898181818181818
28717|2026-02-15 21:40:47|Google Chrome|(619) Team USA hockey STEAMROLLS Germany for quarterfinals bye | Winter Olympics 2026 | NBC Sports - YouTube 🔊|937|0.8|0.884868421052632
